ENSEMBL	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
ENSMUSG00000109968	0	0	0	0	0	0	0
ENSMUSG00000109969	0	0	0	0	0	0	0
ENSMUSG00000109970	0	0	1	0	0	0	0
ENSMUSG00000109971	0	0	0	0	0	0	0
ENSMUSG00000109972	0	0	0	0	0	0	0
ENSMUSG00000109974	0	0	0	0	1	0	0
ENSMUSG00000109975	1	0	1	0	0	0	8
ENSMUSG00000109976	0	0	0	0	0	0	0
ENSMUSG00000109977	0	0	0	0	0	0	0
ENSMUSG00000109978	0	0	0	0	0	0	0
ENSMUSG00000109979	0	0	0	0	0	0	0
ENSMUSG00000109983	0	0	0	0	0	0	0
ENSMUSG00000109985	0	0	0	0	0	0	0
ENSMUSG00000109987	0	0	0	0	0	0	0
ENSMUSG00000109988	0	0	0	0	0	0	0
ENSMUSG00000109990	0	0	0	0	0	0	0
ENSMUSG00000109991	0	0	0	0	0	0	0
ENSMUSG00000110003	0	0	0	0	0	0	0
ENSMUSG00000110005	0	0	0	0	0	0	0
ENSMUSG00000110008	6	0	7	4	1	1	2
ENSMUSG00000110011	0	0	0	0	0	0	0
ENSMUSG00000110012	0	0	0	0	0	0	1
ENSMUSG00000110014	0	0	0	0	0	0	0
ENSMUSG00000110018	0	0	0	0	0	0	0
ENSMUSG00000110019	0	0	0	0	0	0	0
ENSMUSG00000110022	0	0	0	0	0	0	0
ENSMUSG00000110024	0	0	0	0	0	0	0
ENSMUSG00000110025	0	0	0	0	0	0	0
ENSMUSG00000110031	0	0	0	0	0	0	0
ENSMUSG00000110032	0	0	0	0	0	0	0
ENSMUSG00000110033	0	0	0	0	0	0	0
ENSMUSG00000110036	0	0	0	0	0	0	0
ENSMUSG00000110039	0	0	0	0	0	0	0
ENSMUSG00000110040	0	35	58	18	22	0	7
ENSMUSG00000110041	0	0	0	0	0	0	0
ENSMUSG00000110043	0	0	0	0	0	0	0
ENSMUSG00000110044	0	0	0	1	0	0	2
ENSMUSG00000110048	0	0	0	0	0	0	0
ENSMUSG00000110049	0	0	0	0	0	0	0
ENSMUSG00000110054	0	0	0	0	0	0	0
ENSMUSG00000110055	0	0	0	0	0	0	0
ENSMUSG00000110057	7	2	0	3	2	6	5
ENSMUSG00000110059	0	0	0	0	0	0	0
ENSMUSG00000110061	0	0	0	0	0	0	0
ENSMUSG00000110064	0	0	0	0	0	0	0
ENSMUSG00000110065	0	0	0	0	0	0	0
ENSMUSG00000110066	0	0	0	0	0	0	0
ENSMUSG00000110067	0	0	0	0	0	0	0
ENSMUSG00000110069	0	0	0	0	0	0	0
ENSMUSG00000110072	0	0	0	0	0	0	0
ENSMUSG00000110073	0	0	0	0	0	0	0
ENSMUSG00000110074	0	0	0	0	0	0	0
ENSMUSG00000110076	0	0	0	0	0	0	0
ENSMUSG00000110081	0	0	0	0	0	0	0
ENSMUSG00000110082	0	0	0	0	0	0	0
ENSMUSG00000110083	0	0	0	0	0	0	0
ENSMUSG00000110085	0	0	0	0	0	0	0
ENSMUSG00000110086	0	0	0	0	0	0	0
ENSMUSG00000110091	0	0	0	0	0	0	0
ENSMUSG00000110092	0	0	0	0	0	0	0
ENSMUSG00000110095	0	0	0	0	0	0	0
ENSMUSG00000110096	0	0	0	0	0	0	0
ENSMUSG00000110097	0	0	0	0	0	0	0
ENSMUSG00000110098	0	0	0	0	0	0	0
ENSMUSG00000110099	0	0	0	0	0	0	0
ENSMUSG00000110100	0	0	0	0	0	0	0
ENSMUSG00000110102	0	0	0	0	0	2	0
ENSMUSG00000110103	0	0	0	0	0	0	0
ENSMUSG00000110104	0	0	2	0	0	0	2
ENSMUSG00000110105	34	58	47	35	44	71	47
ENSMUSG00000110108	0	0	0	0	0	0	0
ENSMUSG00000110109	0	0	0	0	0	0	0
ENSMUSG00000110111	0	0	0	0	0	0	0
ENSMUSG00000110112	0	0	0	0	0	0	0
ENSMUSG00000110113	0	0	0	0	0	0	0
ENSMUSG00000110114	0	0	0	0	0	0	0
ENSMUSG00000110117	0	0	0	0	0	0	0
ENSMUSG00000110118	0	0	0	0	0	0	0
ENSMUSG00000110121	0	0	0	0	0	0	0
ENSMUSG00000110122	0	0	0	0	0	0	0
ENSMUSG00000110123	0	0	0	0	0	0	0
ENSMUSG00000110124	1	1	0	0	0	0	2
ENSMUSG00000110126	0	0	0	0	0	0	0
ENSMUSG00000110128	0	0	0	0	0	0	0
ENSMUSG00000110131	0	0	1	1	0	0	1
ENSMUSG00000110133	0	0	0	0	0	0	0
ENSMUSG00000110136	0	0	0	0	0	0	0
ENSMUSG00000110143	0	0	0	0	0	0	0
ENSMUSG00000110149	0	0	0	0	0	0	0
ENSMUSG00000110150	0	0	0	0	0	0	0
ENSMUSG00000110152	0	0	0	0	0	0	0
ENSMUSG00000110153	0	0	0	0	0	0	0
ENSMUSG00000110154	0	0	0	0	0	0	0
ENSMUSG00000110155	0	0	0	0	0	0	0
ENSMUSG00000110158	0	0	0	0	0	0	0
ENSMUSG00000110164	0	0	0	0	0	0	0
ENSMUSG00000110165	1	1	4	1	6	3	1
ENSMUSG00000110169	0	0	0	0	0	0	0
ENSMUSG00000110170	11	15	11	12	5	28	23
ENSMUSG00000110171	3	2	1	6	2	4	0
ENSMUSG00000110172	0	0	0	0	0	1	0
ENSMUSG00000110173	0	0	0	0	0	0	0
ENSMUSG00000110174	0	0	0	0	0	0	0
ENSMUSG00000110175	1	0	2	0	0	0	0
ENSMUSG00000110177	0	0	0	0	0	0	0
ENSMUSG00000110182	0	0	0	0	0	0	0
ENSMUSG00000110184	0	0	0	0	0	0	0
ENSMUSG00000110185	304	231	240	257	314	215	271
ENSMUSG00000110186	0	0	0	0	0	0	0
ENSMUSG00000110188	0	0	0	0	0	2	0
ENSMUSG00000110189	15	15	6	10	9	15	11
ENSMUSG00000110190	0	0	0	0	0	0	0
ENSMUSG00000110192	0	0	0	0	0	0	0
ENSMUSG00000110193	0	0	0	0	0	0	0
ENSMUSG00000110194	0	0	0	0	0	0	0
ENSMUSG00000110195	730	608	1051	768	838	853	567
ENSMUSG00000110196	0	0	0	0	0	0	0
ENSMUSG00000110199	0	0	0	0	0	0	0
ENSMUSG00000110200	0	0	0	0	0	0	0
ENSMUSG00000110203	0	0	0	0	0	0	0
ENSMUSG00000110204	0	0	0	0	0	0	0
ENSMUSG00000110206	62	84	107	77	71	83	94
ENSMUSG00000110213	0	0	0	0	0	0	0
ENSMUSG00000110215	0	0	0	0	0	0	0
ENSMUSG00000110218	14	15	20	22	18	15	15
ENSMUSG00000110219	0	0	0	0	0	0	0
ENSMUSG00000110220	0	0	0	0	0	0	0
ENSMUSG00000110221	28	17	28	26	26	28	22
ENSMUSG00000110224	0	0	0	0	0	0	0
ENSMUSG00000110226	0	0	0	0	0	0	0
ENSMUSG00000110228	0	0	0	0	0	0	0
ENSMUSG00000110232	0	0	0	0	0	0	0
ENSMUSG00000110234	25	26	39	20	22	13	33
ENSMUSG00000110237	6	10	4	9	5	2	5
ENSMUSG00000110241	0	0	0	0	0	0	0
ENSMUSG00000110244	0	1	0	1	0	2	0
ENSMUSG00000110247	0	0	0	0	0	0	0
ENSMUSG00000110250	0	0	0	0	0	0	0
ENSMUSG00000110251	0	0	2	0	0	0	0
ENSMUSG00000110252	0	0	0	0	0	0	0
ENSMUSG00000110253	0	0	0	0	0	0	0
ENSMUSG00000110254	0	0	0	0	0	0	0
ENSMUSG00000110255	0	0	0	0	0	0	0
ENSMUSG00000110257	0	0	0	0	0	0	0
ENSMUSG00000110259	0	0	0	0	0	0	0
ENSMUSG00000110261	0	0	0	0	0	0	0
ENSMUSG00000110262	0	0	0	0	0	0	0
ENSMUSG00000110265	0	0	0	0	0	0	0
ENSMUSG00000110266	3	9	12	16	11	4	13
ENSMUSG00000110267	0	0	0	0	0	0	0
ENSMUSG00000110271	0	0	0	0	0	0	0
ENSMUSG00000110275	2	1	8	3	10	7	3
ENSMUSG00000110277	73	56	96	102	97	58	87
ENSMUSG00000110280	0	0	0	0	0	0	0
ENSMUSG00000110283	0	0	0	0	0	0	0
ENSMUSG00000110284	0	0	0	0	0	0	0
ENSMUSG00000110287	1	0	0	0	0	1	1
ENSMUSG00000110288	0	0	0	0	0	0	0
ENSMUSG00000110292	0	0	0	0	0	0	0
ENSMUSG00000110295	0	0	0	0	0	0	0
ENSMUSG00000110297	0	0	8	4	3	2	10
ENSMUSG00000110298	0	0	0	0	2	0	2
ENSMUSG00000110299	3	1	0	1	0	2	6
ENSMUSG00000110300	0	0	0	0	0	0	0
ENSMUSG00000110305	0	0	0	0	0	0	0
ENSMUSG00000110307	0	0	0	0	0	0	0
ENSMUSG00000110309	0	0	0	0	0	0	0
ENSMUSG00000110313	0	0	0	0	0	0	0
ENSMUSG00000110315	0	0	0	0	0	0	0
ENSMUSG00000110318	3	0	0	0	0	0	0
ENSMUSG00000110319	0	0	0	0	0	0	0
ENSMUSG00000110323	0	0	0	0	0	0	0
ENSMUSG00000110324	0	0	0	0	0	0	0
ENSMUSG00000110327	0	0	0	0	0	0	0
ENSMUSG00000110328	0	0	0	0	0	0	0
ENSMUSG00000110330	0	0	0	0	0	0	0
ENSMUSG00000110331	0	0	0	0	0	0	0
ENSMUSG00000110332	0	0	1	0	0	0	1
ENSMUSG00000110333	0	1	0	0	1	0	0
ENSMUSG00000110334	0	0	0	0	0	0	0
ENSMUSG00000110337	0	0	0	0	0	0	0
ENSMUSG00000110339	0	0	0	0	0	0	0
ENSMUSG00000110344	148	102	187	113	157	125	76
ENSMUSG00000110346	0	0	0	0	0	0	0
ENSMUSG00000110347	0	5	2	3	2	5	3
ENSMUSG00000110348	0	0	0	0	0	0	0
ENSMUSG00000110349	0	0	0	1	0	0	0
ENSMUSG00000110352	0	0	0	0	0	0	0
ENSMUSG00000110355	0	0	0	0	0	0	1
ENSMUSG00000110359	0	0	0	0	0	0	0
ENSMUSG00000110360	37	22	20	30	34	46	47
ENSMUSG00000110361	0	0	0	0	0	0	0
ENSMUSG00000110370	0	0	0	0	0	0	0
ENSMUSG00000110371	6	16	16	10	15	10	4
ENSMUSG00000110372	0	0	0	0	0	0	0
ENSMUSG00000110376	0	0	0	0	0	0	0
ENSMUSG00000110379	0	0	0	0	0	0	0
ENSMUSG00000110385	0	0	0	0	0	0	0
ENSMUSG00000110387	0	0	0	0	0	0	0
ENSMUSG00000110391	0	0	0	0	0	0	1
ENSMUSG00000110394	0	0	0	0	0	0	0
ENSMUSG00000110395	0	0	0	0	0	0	0
ENSMUSG00000110398	0	0	0	0	0	0	0
ENSMUSG00000110401	0	0	0	1	0	0	1
ENSMUSG00000110402	0	0	0	0	0	0	0
ENSMUSG00000110404	4	1	0	5	5	2	0
ENSMUSG00000110407	0	1	0	0	0	0	0
ENSMUSG00000110413	0	0	0	0	0	0	0
ENSMUSG00000110415	0	0	0	0	0	0	0
ENSMUSG00000110416	0	0	0	0	0	0	0
ENSMUSG00000110420	0	0	0	0	0	0	0
ENSMUSG00000110421	0	0	0	0	0	0	0
ENSMUSG00000110422	0	0	1	0	0	0	0
ENSMUSG00000110425	0	0	0	0	0	0	0
ENSMUSG00000110429	0	0	0	0	0	0	0
ENSMUSG00000110430	0	0	0	0	0	0	0
ENSMUSG00000110431	0	0	0	0	0	0	0
ENSMUSG00000110432	0	0	0	0	0	0	0
ENSMUSG00000110434	0	0	0	0	0	0	0
ENSMUSG00000110435	0	0	0	0	0	0	0
ENSMUSG00000110438	1	1	0	0	1	0	1
ENSMUSG00000110439	0	31	0	258	0	17	49
ENSMUSG00000110443	0	0	0	0	2	0	0
ENSMUSG00000110444	205	226	232	216	270	184	239
ENSMUSG00000110446	0	0	0	0	0	5	0
ENSMUSG00000110448	0	0	0	0	0	0	0
ENSMUSG00000110449	0	0	0	0	0	0	0
ENSMUSG00000110450	0	0	0	0	0	0	0
ENSMUSG00000110452	0	0	0	0	0	0	0
ENSMUSG00000110457	0	0	0	0	0	0	0
ENSMUSG00000110458	3	3	1	4	3	0	0
ENSMUSG00000110460	0	0	0	0	0	0	0
ENSMUSG00000110461	0	0	0	0	0	0	0
ENSMUSG00000110466	0	0	0	0	0	0	0
ENSMUSG00000110469	23	0	0	5	0	30	6
ENSMUSG00000110472	24	16	15	17	25	22	24
ENSMUSG00000110473	1	0	0	0	0	0	0
ENSMUSG00000110478	0	0	2	0	0	0	0
ENSMUSG00000110479	0	0	0	0	0	0	0
ENSMUSG00000110480	0	0	0	0	0	0	0
ENSMUSG00000110482	0	0	0	0	0	0	0
ENSMUSG00000110484	1	0	0	0	0	0	0
ENSMUSG00000110487	0	0	0	0	0	0	0
ENSMUSG00000110490	0	0	0	0	2	0	0
ENSMUSG00000110492	0	0	0	0	0	0	0
ENSMUSG00000110493	0	0	0	0	0	0	0
ENSMUSG00000110495	0	0	0	0	0	0	0
ENSMUSG00000110501	0	0	0	0	0	0	0
ENSMUSG00000110502	0	0	0	0	0	0	0
ENSMUSG00000110506	0	0	0	0	0	0	0
ENSMUSG00000110508	0	0	0	0	0	0	0
ENSMUSG00000110509	0	1	2	0	0	0	0
ENSMUSG00000110510	7	1	1	0	0	1	1
ENSMUSG00000110513	0	0	0	0	0	0	0
ENSMUSG00000110514	0	0	1	1	0	1	0
ENSMUSG00000110515	0	0	1	0	2	0	1
ENSMUSG00000110518	0	0	0	0	0	0	0
ENSMUSG00000110519	71	114	104	87	96	91	103
ENSMUSG00000110521	0	1	1	2	1	2	0
ENSMUSG00000110522	0	0	0	0	0	0	0
ENSMUSG00000110525	1	2	6	4	7	6	1
ENSMUSG00000110526	0	0	0	0	0	0	0
ENSMUSG00000110527	0	0	0	0	0	0	0
ENSMUSG00000110528	0	0	4	5	7	0	2
ENSMUSG00000110531	0	0	0	3	1	0	0
ENSMUSG00000110532	0	0	0	1	0	0	0
ENSMUSG00000110533	0	0	0	0	0	0	0
ENSMUSG00000110535	0	0	0	0	0	0	0
ENSMUSG00000110536	0	0	0	0	0	0	0
ENSMUSG00000110538	1	0	0	0	0	0	0
ENSMUSG00000110543	0	0	0	0	0	0	0
ENSMUSG00000110544	0	0	0	0	0	0	0
ENSMUSG00000110545	1	2	2	5	2	2	2
ENSMUSG00000110546	0	0	0	0	0	0	0
ENSMUSG00000110549	0	0	0	0	0	0	0
ENSMUSG00000110550	0	0	0	0	0	0	0
ENSMUSG00000110551	0	0	0	0	0	0	0
ENSMUSG00000110553	0	0	0	0	0	0	0
ENSMUSG00000110555	0	0	0	0	0	0	0
ENSMUSG00000110557	0	0	0	0	0	0	0
ENSMUSG00000110560	0	0	0	0	0	0	0
ENSMUSG00000110561	5	0	1	0	0	0	0
ENSMUSG00000110562	0	0	0	0	2	1	0
ENSMUSG00000110563	0	0	0	0	0	0	0
ENSMUSG00000110565	0	0	0	0	0	0	0
ENSMUSG00000110566	0	0	0	0	0	0	0
ENSMUSG00000110568	0	0	0	0	0	0	0
ENSMUSG00000110569	0	0	0	0	0	0	1
ENSMUSG00000110570	0	0	1	0	0	0	0
ENSMUSG00000110571	0	0	0	0	0	0	0
ENSMUSG00000110572	0	0	0	0	0	0	0
ENSMUSG00000110573	0	0	0	0	0	0	0
ENSMUSG00000110574	0	1	1	0	0	0	0
ENSMUSG00000110576	4	1	2	2	1	1	2
ENSMUSG00000110578	0	0	0	0	0	0	0
ENSMUSG00000110581	0	0	0	0	0	0	0
ENSMUSG00000110583	0	0	0	0	0	0	0
ENSMUSG00000110585	0	0	0	0	0	1	0
ENSMUSG00000110587	0	0	0	0	0	0	0
ENSMUSG00000110589	1	5	0	1	2	5	4
ENSMUSG00000110590	0	0	0	0	0	0	0
ENSMUSG00000110591	3	0	0	0	0	0	2
ENSMUSG00000110595	0	0	0	0	0	0	0
ENSMUSG00000110596	0	0	0	0	0	0	0
ENSMUSG00000110597	0	0	0	0	0	0	0
ENSMUSG00000110600	0	0	0	0	0	0	0
ENSMUSG00000110601	0	0	0	2	0	0	0
ENSMUSG00000110602	0	0	0	0	0	0	0
ENSMUSG00000110608	0	0	0	0	0	0	0
ENSMUSG00000110609	0	0	0	0	0	0	0
ENSMUSG00000110610	0	0	0	0	0	0	0
ENSMUSG00000110612	0	0	1	0	1	0	1
ENSMUSG00000110617	0	0	0	0	0	0	0
ENSMUSG00000110619	0	0	0	0	0	0	0
ENSMUSG00000110621	0	0	0	0	0	0	0
ENSMUSG00000110622	0	0	0	0	2	0	0
ENSMUSG00000110627	5	1	4	5	4	12	10
ENSMUSG00000110628	0	0	0	0	0	0	0
ENSMUSG00000110632	2	0	1	2	0	1	5
ENSMUSG00000110637	0	0	4	0	0	0	4
ENSMUSG00000110639	0	0	0	1	0	0	0
ENSMUSG00000110641	0	0	0	0	0	0	0
ENSMUSG00000110642	0	0	0	0	0	0	0
ENSMUSG00000110643	0	0	0	0	0	0	0
ENSMUSG00000110644	1	0	4	0	0	0	0
ENSMUSG00000110645	0	0	0	0	0	0	0
ENSMUSG00000110646	0	0	0	0	0	0	0
ENSMUSG00000110648	0	0	0	0	0	0	0
ENSMUSG00000110649	18	6	10	8	7	15	10
ENSMUSG00000110650	0	0	0	0	0	0	0
ENSMUSG00000110651	0	0	0	0	0	0	0
ENSMUSG00000110657	0	0	0	2	0	0	1
ENSMUSG00000110658	0	0	0	0	0	0	0
ENSMUSG00000110659	0	0	0	0	0	0	0
ENSMUSG00000110660	0	1	0	0	0	0	0
ENSMUSG00000110662	0	0	0	0	0	0	0
ENSMUSG00000110664	0	0	0	0	0	0	3
ENSMUSG00000110666	0	0	0	0	0	1	0
ENSMUSG00000110668	0	0	0	0	0	0	0
ENSMUSG00000110669	16	14	14	9	14	10	9
ENSMUSG00000110671	0	0	0	0	0	0	0
ENSMUSG00000110675	0	0	0	0	0	0	0
ENSMUSG00000110677	22	22	19	26	23	31	18
ENSMUSG00000110678	0	0	0	0	0	0	0
ENSMUSG00000110679	0	2	6	0	0	0	0
ENSMUSG00000110680	0	0	0	0	0	0	0
ENSMUSG00000110681	0	0	0	0	0	0	0
ENSMUSG00000110683	0	0	0	0	3	0	0
ENSMUSG00000110685	0	0	0	0	0	0	0
ENSMUSG00000110686	8	3	1	6	2	3	10
ENSMUSG00000110690	9	4	0	0	1	2	0
ENSMUSG00000110691	0	0	0	0	0	0	0
ENSMUSG00000110694	0	0	0	0	0	0	0
ENSMUSG00000110699	0	1	0	0	2	0	0
ENSMUSG00000110700	0	0	0	0	0	0	0
ENSMUSG00000110701	0	0	0	0	3	0	0
ENSMUSG00000110705	0	0	0	0	0	0	0
ENSMUSG00000110707	0	0	0	0	0	0	0
ENSMUSG00000110708	0	0	0	0	0	0	0
ENSMUSG00000110714	0	0	0	0	0	0	0
ENSMUSG00000110715	0	0	0	0	0	0	0
ENSMUSG00000110719	0	0	0	0	0	0	0
ENSMUSG00000110720	809	638	828	867	891	715	926
ENSMUSG00000110723	0	0	0	0	0	0	0
ENSMUSG00000110725	0	0	0	0	0	0	0
ENSMUSG00000110726	0	0	0	0	0	0	0
ENSMUSG00000110732	0	0	3	4	0	4	3
ENSMUSG00000110734	0	0	0	0	0	0	0
ENSMUSG00000110736	0	0	0	0	0	0	0
ENSMUSG00000110739	0	0	0	0	0	1	0
ENSMUSG00000110744	0	0	0	0	0	0	0
ENSMUSG00000110745	0	0	0	0	0	0	0
ENSMUSG00000110748	0	0	0	0	0	0	0
ENSMUSG00000110753	0	0	0	0	0	0	0
ENSMUSG00000110756	0	0	0	0	0	0	0
ENSMUSG00000110757	0	0	0	0	0	0	0
ENSMUSG00000110759	0	0	0	0	0	0	0
ENSMUSG00000110761	16	0	3	2	0	7	2
ENSMUSG00000110762	0	0	0	0	0	1	0
ENSMUSG00000110768	0	0	0	0	0	0	0
ENSMUSG00000110769	0	0	0	0	0	0	0
ENSMUSG00000110770	0	0	0	0	0	0	0
ENSMUSG00000110776	0	0	0	0	2	0	0
ENSMUSG00000110778	0	0	0	0	0	0	0
ENSMUSG00000110780	0	0	0	0	0	0	0
ENSMUSG00000110782	0	0	0	0	0	0	0
ENSMUSG00000110786	0	0	0	0	0	0	0
ENSMUSG00000110787	0	0	0	0	0	0	0
ENSMUSG00000110788	0	0	0	0	0	0	0
ENSMUSG00000110792	0	0	0	0	0	0	0
ENSMUSG00000110793	0	0	0	0	0	0	0
ENSMUSG00000110801	0	0	0	0	0	0	0
ENSMUSG00000110804	0	0	0	0	0	0	0
ENSMUSG00000110808	0	0	0	0	0	0	0
ENSMUSG00000110809	0	0	0	0	0	0	0
ENSMUSG00000110810	0	0	0	0	0	0	0
ENSMUSG00000110811	0	0	0	0	0	0	0
ENSMUSG00000110812	0	0	0	0	0	0	1
ENSMUSG00000110816	1	2	0	1	1	3	0
ENSMUSG00000110819	0	0	0	0	0	0	0
ENSMUSG00000110822	0	0	0	0	0	0	0
ENSMUSG00000110825	0	0	0	0	0	1	0
ENSMUSG00000110828	0	0	0	0	0	0	0
ENSMUSG00000110829	0	0	0	0	0	0	0
ENSMUSG00000110833	0	0	1	0	0	1	0
ENSMUSG00000110837	0	0	0	0	0	0	0
ENSMUSG00000110840	0	0	0	1	0	0	0
ENSMUSG00000110841	0	0	0	9	0	0	2
ENSMUSG00000110845	0	0	0	0	0	0	0
ENSMUSG00000110846	0	0	0	0	0	0	0
ENSMUSG00000110847	0	0	0	0	0	0	0
ENSMUSG00000110849	0	0	0	0	0	0	0
ENSMUSG00000110854	0	0	0	0	0	0	0
ENSMUSG00000110855	0	0	0	0	0	0	0
ENSMUSG00000110856	0	0	0	0	0	0	0
ENSMUSG00000110857	0	0	0	0	0	0	0
ENSMUSG00000110858	0	0	0	0	0	0	0
ENSMUSG00000110865	0	0	0	0	0	0	0
ENSMUSG00000110867	0	0	0	0	2	0	0
ENSMUSG00000110870	0	0	0	0	0	0	0
ENSMUSG00000110872	0	0	0	0	0	0	0
ENSMUSG00000110873	0	2	0	0	0	0	0
ENSMUSG00000110875	0	0	0	0	0	0	0
ENSMUSG00000110878	0	0	0	0	0	0	0
ENSMUSG00000110879	0	0	0	0	0	0	0
ENSMUSG00000110880	0	0	0	0	0	0	0
ENSMUSG00000110881	0	0	0	0	0	0	0
ENSMUSG00000110882	0	0	0	0	0	0	0
ENSMUSG00000110885	0	0	1	0	0	0	0
ENSMUSG00000110886	0	0	0	0	0	0	0
ENSMUSG00000110887	0	0	0	0	0	0	0
ENSMUSG00000110889	0	0	0	1	0	2	0
ENSMUSG00000110892	0	0	0	0	0	0	0
ENSMUSG00000110897	0	0	0	0	0	0	0
ENSMUSG00000110908	0	0	0	0	0	0	0
ENSMUSG00000110912	0	0	0	0	0	0	0
ENSMUSG00000110913	0	0	0	0	0	0	0
ENSMUSG00000110918	0	0	0	2	1	0	0
ENSMUSG00000110919	0	0	0	0	0	0	0
ENSMUSG00000110920	0	0	0	0	0	0	0
ENSMUSG00000110926	1	7	4	4	6	11	4
ENSMUSG00000110927	0	0	0	0	0	0	0
ENSMUSG00000110930	0	0	0	0	0	0	1
ENSMUSG00000110932	0	0	0	0	0	0	0
ENSMUSG00000110935	0	0	0	0	0	0	0
ENSMUSG00000110936	0	0	0	0	0	0	0
ENSMUSG00000110940	0	0	0	0	0	0	0
ENSMUSG00000110942	0	0	0	0	0	0	0
ENSMUSG00000110943	0	0	0	0	0	0	0
ENSMUSG00000110944	0	0	0	0	0	0	0
ENSMUSG00000110947	0	0	0	0	0	0	0
ENSMUSG00000110949	281	258	175	254	213	206	236
ENSMUSG00000110952	0	0	0	0	0	0	0
ENSMUSG00000110953	0	0	0	0	0	0	0
ENSMUSG00000110957	0	0	0	0	0	0	0
ENSMUSG00000110960	0	0	0	0	0	0	0
ENSMUSG00000110962	0	0	2	0	0	0	1
ENSMUSG00000110964	0	0	0	0	1	0	1
ENSMUSG00000110966	0	0	0	0	0	0	0
ENSMUSG00000110968	0	0	0	0	0	0	0
ENSMUSG00000110970	0	0	0	0	0	0	0
ENSMUSG00000110973	0	0	0	0	0	0	3
ENSMUSG00000110977	0	0	0	1	0	0	0
ENSMUSG00000110978	0	0	0	0	0	0	0
ENSMUSG00000110983	0	0	0	0	0	0	0
ENSMUSG00000110985	0	0	0	0	0	0	0
ENSMUSG00000110987	0	0	0	0	0	0	0
ENSMUSG00000110989	0	0	0	0	0	0	0
ENSMUSG00000110991	0	0	0	0	0	0	0
ENSMUSG00000110995	0	0	0	0	0	0	0
ENSMUSG00000110999	0	0	0	0	0	0	0
ENSMUSG00000111001	0	1	2	0	0	0	0
ENSMUSG00000111004	0	0	1	0	0	0	0
ENSMUSG00000111010	0	0	0	0	0	0	0
ENSMUSG00000111012	0	0	0	0	0	0	0
ENSMUSG00000111015	0	0	0	0	0	0	0
ENSMUSG00000111018	0	0	0	0	0	0	0
ENSMUSG00000111019	0	0	0	0	0	0	2
ENSMUSG00000111021	0	0	0	0	0	0	0
ENSMUSG00000111023	2	0	1	3	1	4	7
ENSMUSG00000111025	0	0	0	0	0	0	0
ENSMUSG00000111027	0	0	0	0	0	0	0
ENSMUSG00000111029	0	0	0	0	0	0	0
ENSMUSG00000111031	0	0	0	0	0	0	0
ENSMUSG00000111032	0	0	0	0	0	0	0
ENSMUSG00000111036	0	0	0	0	0	0	0
ENSMUSG00000111041	0	0	0	0	0	0	0
ENSMUSG00000111042	0	0	0	0	0	0	0
ENSMUSG00000111046	0	0	0	0	0	0	0
ENSMUSG00000111047	0	0	0	0	0	0	0
ENSMUSG00000111048	0	0	0	0	0	0	0
ENSMUSG00000111051	0	0	0	0	0	0	0
ENSMUSG00000111057	0	0	0	0	0	0	0
ENSMUSG00000111060	0	0	0	0	0	0	0
ENSMUSG00000111064	10	9	22	12	17	22	28
ENSMUSG00000111071	0	0	0	0	0	0	0
ENSMUSG00000111072	0	0	0	0	0	0	0
ENSMUSG00000111073	0	0	0	0	0	0	0
ENSMUSG00000111075	0	0	0	0	0	0	0
ENSMUSG00000111081	0	0	0	0	0	0	0
ENSMUSG00000111084	0	0	0	0	0	0	0
ENSMUSG00000111087	0	0	0	0	0	0	0
ENSMUSG00000111092	0	1	0	1	1	1	1
ENSMUSG00000111093	0	0	0	0	0	0	0
ENSMUSG00000111095	0	0	0	0	0	0	0
ENSMUSG00000111096	0	0	0	0	0	0	0
ENSMUSG00000111104	0	0	0	0	0	0	0
ENSMUSG00000111105	0	0	0	0	0	0	0
ENSMUSG00000111106	0	0	0	0	0	0	0
ENSMUSG00000111108	0	0	0	0	0	0	0
ENSMUSG00000111112	0	1	0	0	1	1	0
ENSMUSG00000111114	0	0	0	0	0	0	0
ENSMUSG00000111119	0	0	0	0	0	0	0
ENSMUSG00000111120	0	0	0	0	0	0	0
ENSMUSG00000111121	0	0	0	0	0	0	0
ENSMUSG00000111122	0	0	3	0	0	0	0
ENSMUSG00000111124	0	0	0	0	0	0	0
ENSMUSG00000111127	0	0	0	0	0	0	0
ENSMUSG00000111132	0	0	0	0	0	0	0
ENSMUSG00000111133	65	46	34	90	121	88	108
ENSMUSG00000111135	0	0	0	0	0	0	0
ENSMUSG00000111137	0	0	0	0	0	0	0
ENSMUSG00000111139	0	0	0	0	0	0	0
ENSMUSG00000111141	0	0	0	0	0	0	0
ENSMUSG00000111148	0	0	0	0	0	0	0
ENSMUSG00000111151	0	0	0	1	0	0	0
ENSMUSG00000111153	0	0	0	0	0	0	0
ENSMUSG00000111154	0	0	0	0	0	0	0
ENSMUSG00000111159	0	0	0	0	0	0	0
ENSMUSG00000111161	0	0	0	0	0	1	0
ENSMUSG00000111162	6	7	1	3	2	1	2
ENSMUSG00000111163	0	0	0	0	0	0	0
ENSMUSG00000111164	3	2	9	0	14	1	2
ENSMUSG00000111166	0	0	0	0	0	1	0
ENSMUSG00000111168	0	0	0	0	0	0	0
ENSMUSG00000111173	0	0	0	0	0	0	0
